3.38926,2.68751,0.70175,0.00074,0.00016,0.00058,2.28947,0.10415,2.18532,0.08212,0.00015,0.03582,0.04614,
3.35644,2.68852,0.66792,0.00122,0.00014,0.00108,2.28300,0.10435,2.17864,0.08273,0.00017,0.03562,0.04693,
3.44936,2.70790,0.74146,0.00077,0.00014,0.00063,2.36900,0.09963,2.26937,0.07961,0.00015,0.03569,0.04375,
3.41698,2.67964,0.73734,0.00079,0.00015,0.00064,2.24537,0.10109,2.14428,0.08095,0.00016,0.03591,0.04488,
3.40394,2.69164,0.71230,0.00066,0.00014,0.00051,2.33025,0.10296,2.22729,0.08219,0.00016,0.03597,0.04605,
3.39875,2.71036,0.68839,0.00066,0.00015,0.00051,2.26456,0.10455,2.16000,0.08277,0.00016,0.03583,0.04678,
3.39476,2.70747,0.68728,0.00067,0.00015,0.00052,2.36189,0.10051,2.26138,0.08051,0.00016,0.03560,0.04474,
3.39340,2.68685,0.70655,0.00062,0.00014,0.00048,2.23492,0.10218,2.13274,0.08083,0.00016,0.03539,0.04527,
3.40101,2.71718,0.68383,0.00066,0.00015,0.00051,2.39389,0.10667,2.28722,0.08481,0.00016,0.03574,0.04890,
3.62145,2.65948,0.96197,0.00044,0.00015,0.00029,2.34828,0.09681,2.25147,0.07797,0.00014,0.03521,0.04261,
3.57282,2.57619,0.99663,0.00032,0.00017,0.00015,2.13623,0.10455,2.03168,0.08187,0.00015,0.03564,0.04607,
3.60772,2.60225,1.00547,0.00032,0.00016,0.00017,2.21879,0.09616,2.12263,0.07849,0.00016,0.03536,0.04297,
3.60621,2.58708,1.01914,0.00036,0.00017,0.00020,2.22740,0.10879,2.11861,0.09114,0.00015,0.03526,0.05572,
3.65422,2.62754,1.02668,0.00037,0.00016,0.00021,2.26909,0.10687,2.16223,0.08594,0.00014,0.03555,0.05025,
3.56515,2.52781,1.03733,0.00036,0.00015,0.00021,2.41409,0.09507,2.31902,0.07752,0.00014,0.03552,0.04185,
3.45240,2.56673,0.88567,0.00034,0.00016,0.00018,2.27332,0.09614,2.17718,0.07796,0.00014,0.03616,0.04166,
3.50835,2.57147,0.93687,0.00034,0.00016,0.00018,2.31762,0.09781,2.21980,0.07946,0.00014,0.03555,0.04377,
3.50003,2.63416,0.86587,0.00034,0.00015,0.00018,2.24987,0.09995,2.14992,0.07896,0.00014,0.03587,0.04294,
3.77404,2.62992,1.14412,0.00034,0.00016,0.00018,2.35733,0.10602,2.25131,0.08434,0.00015,0.03552,0.04866,
3.83755,2.63095,1.20660,0.00034,0.00016,0.00018,2.26671,0.09813,2.16858,0.07930,0.00015,0.03542,0.04374,
3.68800,2.65936,1.02864,0.00033,0.00017,0.00017,2.27638,0.10561,2.17077,0.08479,0.00016,0.03592,0.04870,
3.75584,2.67934,1.07651,0.00034,0.00016,0.00018,2.08430,0.10357,1.98074,0.08220,0.00015,0.03549,0.04655,
3.68920,2.63866,1.05053,0.00052,0.00016,0.00036,2.21569,0.09947,2.11623,0.08110,0.00015,0.03704,0.04390,
3.64905,2.62545,1.02360,0.00033,0.00016,0.00017,2.13086,0.10633,2.02453,0.08695,0.00015,0.03543,0.05137,
3.60894,2.61176,0.99717,0.00039,0.00015,0.00024,2.29933,0.10026,2.19907,0.08063,0.00014,0.03537,0.04511,
3.60754,2.63635,0.97120,0.00044,0.00015,0.00028,2.22485,0.10681,2.11804,0.08410,0.00015,0.03591,0.04803,
3.74761,2.55975,1.18786,0.00032,0.00016,0.00016,2.13665,0.10511,2.03155,0.08300,0.00015,0.03531,0.04753,
3.36554,2.39858,0.96696,0.00032,0.00015,0.00017,1.97650,0.09966,1.87684,0.07964,0.00016,0.03361,0.04586,
